'a'er'tai'gou'wa'hua 阿尔泰狗哇花
'ma'zao'gu'xing 麻早谷型
'ma'zha'gu 麻渣谷
'ma'zha'gu'xing 麻渣谷型
'ma'zhen 麻疹
'ma'zi'da 马自达
'mai'ao'jing'tiao'jia 麦凹胫跳甲
'mai'chang'guan'ya 麦长管蚜
'mai'chong 脉冲
'mai'di 麦地
'mai'dui 麦堆
'mai'e 麦蛾
'mai'er'cha'ya 麦二叉蚜
'mai'fang 买方
'mai'gan'ju 麦秆菊
'mai'gan'ying 麦秆蝇
'mai'gen'chun'xiang 麦根蝽象
'mai'hei'ban'qian'ye'ying 麦黑斑潜叶蝇
'mai'hua 卖花
'mai'huang'xi'jiang'chong 麦黄吸浆虫
'mai'jia 买价
'mai'jia 卖价
'mai'jiao 麦角
'mai'jiao'bing 麦角病
'mai'jing'feng 麦茎蜂
'mai'jing'gu'e 麦茎谷峨
'mai'jing'yi'fu'ying'ye'jia 麦茎异跗萤叶甲
'mai'qu 麦区
'mai'ru 埋入
'mai'shou 买手
'mai'shou 卖手
'mai'shuang'wei'ya 麦双尾蚜
'mai'shui'ying 麦水蝇
'mai'sui'ye'e 麦穗夜峨
'mai'ya 麦芽
'mai'ya 麦蚜
'mai'zhi'zhu 麦蜘蛛
'mai'zhong'ying 麦种蝇
'mai'zhu 买主
'man'chang 蔓长
'man'guan 漫灌
'man'hua 慢化
'man'jing'tou 慢镜头
'man'pao 慢跑
'man'po 漫坡
'man'tuo'luo 曼陀罗
'man'wan 漫湾
'man'xing'fu'zhao 慢性辐照
'man'xing'shang'hai 慢性伤害
'man'yu 鳗鱼
'man'yuan 满园
'man'zi 镘子
'mang'chang 盲肠
'mang'guo 芒果
'mang'ma 忙吗
'mang'she 蟒蛇
'mang'ying 芒蝇
'mang'zhe 忙着
'mao'cao'fang 茅草房
'mao'cha 毛茶
'mao'chong 毛虫
'mao'ding 铆钉
'mao'dou 毛豆
'mao'guan 毛管
'mao'guan'chuan'dao'du 毛管传导度
'mao'guan'shang'xian 毛管上限
'mao'guan'shi 毛管势
'mao'guan'shui 毛管水
'mao'jia 帽架
'mao'jie 猫街
'mao'jin'bei 毛巾被
'mao'jin'jia 毛巾架
'mao'jing'ye'e 毛胫夜娥
'mao'kuai'shi 毛块石
'mao'niu 牦牛
'mao'qing 毛青
'mao'shi 毛石
'mao'tou'ying 猫头鹰
'mao'xi'xue'guan 毛细血管
'mao'yi'cha'e 贸易差额
'mao'yi'tiao'jian 贸易条件
'mao'ying'tao 毛樱桃
'mao'ze'dong'si'xiang 毛泽东思想
'mei'bai'ke 每百克
'mei'bao 每苞
'mei'bao 每包
'mei'bing 霉病
'mei'cong 每丛
'mei'cuo 没错
'mei'dian'bing 霉点病
'mei'fei 镁肥
'mei'fen'zhong'shuai'bian 每分钟衰变
'mei'gong'cheng 酶工程
'mei'gui 玫瑰
'mei'gui'hua 玫瑰花
'mei'gui'jin'ye'e 玫瑰巾夜蛾
'mei'guo'bai'e 美国白蛾
'mei'guo'wu'tong 美国梧桐
'mei'jia 每荚
'mei'ke 每克
'mei'ke 每棵
'mei'li 每粒
'mei'lian'mian'yi'xi'shou'fen'xi 酶联免疫吸收分析
'mei'mao 眉毛
'mei'mei 每枚
'mei'qian'ke 每千克
'mei'ren'jiao 美人蕉
'mei'rong'shi 美容师
'mei'shi'ke 每十克
'mei'shu 枚数
'mei'shu'guan 美术馆
'mei'shu'she'ji'yuan 美术设计员
'mei'sui 每穗
'mei'tan 煤炭
'mei'tang 每塘
'mei'ti 媒体
'mei'tiao 每条
'mei'tou 每头
'mei'wen 美文
'mei'wen'bing 煤纹病
'mei'wo 每窝
'mei'xue 每穴
'mei'yi'tian 每一天
'mei'you 没有
'mei'zhi 每枝
'mei'zhou'ban'qian'ying 美洲斑潜蝇
'mei'zhou'bao 美洲豹
'mei'zhou'e 美洲鳄
'mei'zhou'fu'she 美洲腹蛇
'mei'zhou'pu'tao 美洲葡萄
'mei'zhou'ye'niu 美洲野牛
'mei'zhu 每株
'mei'zi'shu 梅子树
'mei'zi'xi'jiang'chong 糜子吸浆虫
'men'chi 门齿
'men'fang 门房
'men'ting 门厅
'men'zhong 闷种
'meng'chong 猛冲
'meng'gu'tu'xiang 蒙古土象
'meng'hai 勐海
'meng'hai'xian 勐海县
'meng'la 勐腊
'meng'la'xian 勐腊县
'meng'lian 孟连
'meng'lian'dai'zu'la'hu'zu'wa'zu'zi'zhi'xian 孟连傣族拉祜族佤族自治县
'meng'lian'xian 孟连县
'meng'ya'qi 萌芽期
'meng'zhi 萌枝
'meng'zi 蒙自
'meng'zi'xian 蒙自县
'mi'bian'chong 米扁虫
'mi'du 弥渡
'mi'du'xian 弥渡县
'mi'feng'bing 糜疯病
'mi'hou 猕猴
'mi'jian 蜜饯
'mi'kang 米糠
'mi'kang'you 米糠油
'mi'la 米拉
'mi'la'yang'yu 米拉洋芋
'mi'le 弥勒
'mi'le'xian 弥勒县
'mi'mi'hui'yi 秘密会议
'mi'ni'shu 迷你薯
'mi'qie'lian'xi'qun'zhong 密切联系群众
'mi'shu 秘书
'mi'shu'chu 秘书处
'mi'shu'zhang 秘书长
'mi'sui 密穗
'mi'sui'bing 蜜穗病
'mi'sui'xiao'mai 密穗小麦
'mi'wu'ji 弥雾机
'mi'xian 蜜腺
'mi'xiang 米象
'mi'yuan'zhi'wu 蜜源植物
'mi'zhi 密植
'mian'bao 面包
'mian'bao'pi 面包皮
'mian'bao'pian 面包片
'mian'bao'shi 面包师
'mian'bao'xin 面包心
'mian'fen'chu'li 面粉处理
'mian'geng 免耕
'mian'guang 面广
'mian'gui 缅桂
'mian'hong'ling'chong 棉红铃虫
'mian'hong'zhi'zhu 棉红蜘蛛
'mian'hua 棉华
'mian'ling 棉铃
'mian'ling'chong 棉铃虫
'mian'mao'suan'mo'ye'liao 绵毛酸模叶蓼
'mian'pen 面盆
'mian'xiao'zao'qiao'chong 棉小造桥虫
'mian'ya 棉蚜
'mian'ya 绵蚜
'mian'yang 绵羊
'mian'ye'chan 棉叶蝉
'mian'yi 免疫
'mian'yuan 面源
'mian'yuan'wu'ran 面源污染
'mian'zi'ke 棉籽壳
'miao'chuang 苗床
'miao'fei 苗肥
'miao'he'bing 苗核病
'miao'ke 苗棵
'miao'ku'bing 苗枯病
'miao'ling 苗龄
'miao'pu 苗圃
'miao'qi 苗齐
'miao'qi 苗期
'miao'quan 苗全
'miao'ruo 苗弱
'miao'shi 苗势
'miao'shu 苗数
'miao'teng 苗虅
'miao'ti 苗体
'miao'tu'zhi 描图纸
'miao'wang 苗旺
'miao'xiao 苗小
'miao'yu 庙宇
'miao'yun 苗匀
'miao'zhuang 苗壮
'mie'bai'ke 灭白可
'min'gan'zuo'wu 敏感作物
'min'qing'ken'tan 民情恳谈
'min'rui'xing 敏锐性
'min'su'xue'jia 民俗学家
'min'zheng'bu 民政部
'min'zheng'ju 民政局
'min'zhu'dang'pai 民主党派
'min'zhu'guan'li 民主管理
'min'zhu'ji'zhong'zhi 民主集中制
'min'zhu'sheng'huo'hui 民主生活会
'min'zong'ju 民宗局
'min'zu'cun 民族村
'min'zu'feng'qing 民族风情
'min'zu'zhi 民族志
'min'zu'zhong'xue 民族中学
'ming'hui'di 明惠帝
'ming'ling'jin'zhi 明令禁止
'ming'ling'te 螟铃特
'ming'qi 名气
'ming'shui 明水
'ming'te'you 名特优
'ming'te'you'shang'pin 名特优商品
'ming'yang 名扬
'ming'yu'zhu'xi 名誉主席
'ming'zi 名字
'mo'chu 抹除
'mo'dao 默祷
'mo'di 耱地
'mo'fang 磨坊
'mo'fen'ji 磨粉机
'mo'hui 抹灰
'mo'hui'gong 抹灰工
'mo'ji'shu 膜技术
'mo'jiang 墨江
'mo'jiang'ha'ni'zu'zi'zhi'xian 墨江哈尼族自治县
'mo'jiang'xian 墨江县
'mo'li 茉莉
'mo'mian 磨面
'mo'ni 模拟
'mo'ni'cheng'xu 模拟程序
'mo'ni'ji'suan'ji 模拟计算机
'mo'ni'qi 模拟器
'mo'pian 默片
'mo'qing'jia'di 摸清家底
'mo'sha'deng'pao 磨砂灯泡
'mo'shui'chi 墨水池
'mo'tian'da'lou 摩天大楼
'mo'tian'lou 摩天楼
'mo'ya 摩崖
'mo'yu 魔芋
'mo'zhi 膜质
'mou'ding 牟定
'mou'ding'xian 牟定县
'mou'fa'zhan 谋发展
'mu'bei 墓碑
'mu'ben 母本
'mu'ben'you'liao 木本油料
'mu'cao'yan'jiu'zhong'xin 牧草研究中心
'mu'chang'gong'ren 牧场工人
'mu'chang'zhu 牧场主
'mu'chui 木槌
'mu'dan'hua 牡丹花
'mu'dan'yuan 牡丹园
'mu'dan'zhi'xiang 牡丹之乡
'mu'di 墓地
'mu'du'e 木蠹娥
'mu'er 木耳
'mu'fu'jun 木腐菌
'mu'ji 母鸡
'mu'jin 木槿
'mu'jing 目镜
'mu'lan 木兰
'mu'lan'hua 木兰花
'mu'li 牡蛎
'mu'lian 慕连
'mu'liang 木梁
'mu'liao 木料
'mu'ma 母马
'mu'mian'shu 木棉树
'mu'niu 母牛
'mu'qun 墓群
'mu'ren 牧人
'mu'shi 亩施
'mu'shi 木虱
'mu'shi'pan'du 目视判读
'mu'shu 木薯
'mu'suan'an 钼酸铵
'mu'suan'jia 钼酸钾
'mu'sui 木髓
'mu'tiao'di'ban 木条地板
'mu'wen'shi 木纹石
'mu'xu 苜蓿
'mu'yang 母羊
'mu'yong 亩用
'mu'zai 亩栽
'mu'zeng 亩增
'mu'zhi 亩植
'mu'zhi'bu 木质部
'mu'zhi'su 木质素
'mu'zhi'wan'zhang 拇指腕掌
'mu'zhu 母猪
'mu'zhu'shu 亩株数
'na'shui'ren 纳税人
'na'yi'nian 哪一年
'na'zai'shou'shang 拿在手上
'na'zhe 拿着
'nai'chong'hai'xing 耐虫害性
'nai'chu'yun 耐储运
'nai'fei 耐肥
'nai'fei'li 耐肥力
'nai'gao'wen 耐高温
'nai'han 耐寒
'nai'han 耐旱
'nai'han'li'qiang 耐寒力强
'nai'han'li'ruo 耐寒力弱
'nai'han'zuo'wu 耐旱作物
'nai'ji 耐瘠
'nai'jian'xing 耐碱性
'nai'lao 耐涝
'nai'mi 耐密
'nai'mi'xing 耐密型
'nai'niu 奶牛
'nai'niu'chang 奶牛场
'nai're'shu'cai 耐热蔬菜
'nai'shi 耐湿
'nai'shi'xing 耐湿性
'nai'yan 耐盐
'nai'yan'zuo'wu 耐盐作物
'nai'zhu'cang 耐贮藏
'nai'zhu'yun 耐贮运
'nai'zi 耐渍
'nai'zi'xing 耐渍性
'nan'cha 南叉
'nan'de 南的
'nan'guan'xi'shi 男盥洗室
'nan'hua 南华
'nan'hua'xian 南华县
'nan'hui'gui'xian 南回归线
'nan'jian 南涧
'nan'jian'xian 南涧县
'nan'jian'yi'zu'zi'zhi'xian 南涧彝族自治县
'nan'jie 南街
'nan'mei'ban'qian'ying 南美斑潜蝇
'nan'mei'li'shu 南美栗鼠
'nan'shan 南山
'nan'tian'zhu 南天竹
'nan'yan'yuan 男演员
'nan'zhao 南诏
'nang'di'shu 囊地鼠
'nang'zhong'xian'chong 囊肿线虫
'nang'zhong'xian'chong'bing 囊肿线虫病
'nei'chu'li 内处理
'nei'qiang'su'zhi 内强素质
'nei'tai 内胎
'nei'xi'sha'chong'ji 内吸杀虫剂
'nei'zang 内脏
'nei'zhi'ban 内置版
'nen'cui 嫩脆
'nen'guo 嫩果
'nen'hu'lu 嫩葫芦
'nen'huang'gua 嫩黄瓜
'nen'jia 嫩荚
'nen'jing'ye 嫩茎叶
'nen'shao 嫩梢
'nen'sui 嫩穗
'neng'li'cha 能力差
'neng'li'qiang 能力强
'neng'liu'wu'liu'fen'xi 能流物流分析
'neng'yuan'jian'she 能源建设
'ni'guang 逆光
'ni'guang'zhao 逆光照
'ni'ling 拟菱
'ni'liu'er'shang 逆流而上
'ni'ren 拟任
'ni'wa'jiang 泥瓦匠
'ni'wen'ceng 逆温层
'ni'zhuan'lu'mei 逆转录酶
'nian'bao 年报
'nian'chong 粘虫
'nian'dao 黏稻
'nian'jiao'cha 年较差
'nian'jin 年金
'nian'jing'yu'bao 年景预报
'nian'jun 粘菌
'nian'lun 年轮
'nian'mi'ji 碾米机
'nian'mo 碾磨
'nian'nei 年内
'nian'ping'jun 年平均
'nian'tu 粘土
'nian'you 年幼
'nian'zhong'zhi 年种植
'niang'jiu'pu'tao 酿酒葡萄
'niao'chao'jue 鸟巢蕨
'niao'dao 尿道
'niao'ge 鸟蛤
'nie'chi'lei 啮齿类
'nie'shu 蘖数
'nie'zu'er'xing 蹑足而行
'ning'er 宁洱
'ning'er'ha'ni'zu'yi'zu'zi'zhi'xian 宁洱哈尼族彝族自治县
'ning'er'xian 宁洱县
'ning'jiao'ti 凝胶体
'ning'lang 宁蒗
'ning'lang'xian 宁蒗县
'ning'lang'yi'zu'zi'zhi'xian 宁蒗彝族自治县
'ning'meng 柠檬
'ning'meng'shui 柠檬水
'ning'meng'yuan'zhi 柠檬原汁
'niu'bang 牛蒡
'niu'du 牛犊
'niu'e'hu 牛轭湖
'niu'er'miao 牛儿苗
'niu'gan'jun 牛肝菌
'niu'gan'jun 牛干菌
'niu'ji'rou 牛脊肉
'niu'jiao'zhai 牛角寨
'niu'jin'cao 牛筋草
'niu'long 牛龙
'niu'mao'zhan 牛毛毡
'niu'meng 牛虻
'niu'pai 牛排
'niu'peng 牛棚
'niu'rou'gan 牛肉干
'niu'rou'gan'ba 牛肉干巴
'niu'rou'gan'ba'chang 牛肉干巴厂
'niu'rou'jiang 牛肉酱
'niu'wa 牛蛙
'niu'yu'ru 牛玉儒
'niu'zai 牛仔
'nong'can 农残
'nong'chan'pin 农产品
'nong'chan'pin'jia'gong 农产品加工
'nong'chang'duan'gong 农场短工
'nong'chang'gong'ren 农场工人
'nong'cun'huan'jing 农村环境
'nong'cun'ji'ceng 农村基层
'nong'cun'jing'ji 农村经济
'nong'cun'jing'ji'jing'ying'guan'li'zhan 农村经济经营管理站
'nong'cun'neng'yuan 农村能源
'nong'cun'neng'yuan'jian'she 农村能源建设
'nong'cun'qian'xi 农村迁徙
'nong'cun'ren'kou 农村人口
'nong'cun'zhao'qi 农村沼气
'nong'de'shi 农得时
'nong'di'le 农地乐
'nong'fu 农妇
'nong'guang'xiao 农广校
'nong'hu'shu 农户数
'nong'huan'zhan 农环站
'nong'ji'geng'xin 农机更新
'nong'ji'guan'li'chu 农机管理处
'nong'ji'hua'xue'xiao 农机化学校
'nong'ji'jian'li'zhan 农机监理站
'nong'ji'ju 农机具
'nong'ji'she'bei 农机设备
'nong'ji'tui'guang 农技推广
'nong'ji'tui'guang'ti'xi 农技推广体系
'nong'ji'tui'guang'zhan 农机推广站
'nong'ji'zhong'xin 农技中心
'nong'jia'fei 农家肥
'nong'jia'le 农家乐
'nong'jian'zhan 农建站
'nong'jing 农经
'nong'jing'zhan 农经站
'nong'ju'fang 农具房
'nong'ke'suo 农科所
'nong'ke'yuan 农科院
'nong'kou 农口
'nong'lan 弄烂
'nong'min'shou'ru 农民收入
'nong'min'su'zhi 农民素质
'nong'min'zeng'shou 农民增收
'nong'min'zhuan'ye'he'zuo'she 农民专业合作社
'nong'mu'chan'pin 农牧产品
'nong'niu'fen'ji 农牛粉剂
'nong'qing 农情
'nong'qing'xin'xi 农情信息
'nong'qu 农渠
'nong'she 农舍
'nong'shi 农事
'nong'te'chan'pin 农特产品
'nong'tian'hai'shu 农田害鼠
'nong'tian'jian'she 农田建设
'nong'tian'sheng'tai'xi'tong 农田生态系统
'nong'tian'shu'hai 农田鼠害
'nong'tian'zhi'zhu 农田蜘蛛
'nong'tui'zhong'xin 农推中心
'nong'wu 浓雾
'nong'xiang 浓香
'nong'xue 农学
'nong'xue'jia 农学家
'nong'xue'xi 农学系
'nong'xue'zhuan'ye 农学专业
'nong'yao'can'liu 农药残留
'nong'yao'lei'bie 农药类别
'nong'yao'pin'zhong 农药品种
'nong'yao'wu'ran 农药污染
'nong'ye'ban'ji'xie'hua 农业半机械化
'nong'ye'bu 农业部
'nong'ye'chan'ye 农业产业
'nong'ye'chan'ye'hua 农业产业化
'nong'ye'dian'qi'hua 农业电气化
'nong'ye'gong'cheng 农业工程
'nong'ye'gong'ren 农业工人
'nong'ye'guang'bo'dian'shi'xue'xiao 农业广播电视学校
'nong'ye'hai'chong 农业害虫
'nong'ye'hua'xue 农业化学
'nong'ye'huan'jing'bao'hu 农业环境保护
'nong'ye'huan'jing'bao'hu'jian'ce'zhan 农业环境保护监测站
'nong'ye'ji'qi'xi'tong 农业机器系统
'nong'ye'ji'shu 农业技术
'nong'ye'ji'shu'pei'xun'zhong'xin 农业技术培训中心
'nong'ye'ji'shu'tui'guang 农业技术推广
'nong'ye'ji'shu'tui'guang'fu'wu'zhong'xin 农业技术推广服务中心
'nong'ye'ji'shu'tui'guang'zong'zhan 农业技术推广总站
'nong'ye'ji'xie'an'quan'jian'li'zong'zhan 农业机械安全监理总站
'nong'ye'ji'xie'hua 农业机械化
'nong'ye'ji'xie'hua'gan'bu'xue'xiao 农业机械化干部学校
'nong'ye'ji'xie'hua'guan'li'chu 农业机械化管理处
'nong'ye'ji'xie'hua'zong'he'fu'wu'zhong'xin 农业机械化综合服务中心
'nong'ye'ji'xie'jian'ding'zhan 农业机械鉴定站
'nong'ye'ji'xie'tui'guang'zhan 农业机械推广站
'nong'ye'ju 农业局
'nong'ye'ke'xue 农业科学
'nong'ye'lv'you 农业旅游
'nong'ye'qi'hou 农业气候
'nong'ye'qi'hou'zhi 农业气候志
'nong'ye'qi'xiang 农业气象
'nong'ye'qi'xiang'xue 农业气象学
'nong'ye'qi'xiang'zhan 农业气象站
'nong'ye'qu 农业区
'nong'ye'qu'hua 农业区划
'nong'ye'sheng'tai'ji'shu 农业生态技术
'nong'ye'sheng'tai'xi'tong 农业生态系统
'nong'ye'sheng'wu'huan'jing'gong'cheng 农业生物环境工程
'nong'ye'shi'chang 农业市场
'nong'ye'shi'yan 农业试验
'nong'ye'ting 农业厅
'nong'ye'tong'ji'xue 农业统计学
'nong'ye'tu'rang 农业土壤
'nong'ye'tu'rang'xue 农业土壤学
'nong'ye'xi'tong 农业系统
'nong'ye'xi'tong'gong'cheng 农业系统工程
'nong'ye'xiao'qi'hou 农业小气候
'nong'ye'xin'xi'xi'tong 农业信息系统
'nong'ye'xin'xi'zhong'xin 农业信息中心
'nong'ye'yao'gan 农业遥感
'nong'ye'zeng'xiao 农业增效
'nong'ye'zhi'wu'xue 农业植物学
'nong'yong 农用
'nong'yong'lian'mei'su 农用链霉素
'nong'yong'wu'zi 农用物资
'nong'yong'zhi'neng'yi'biao 农用智能仪表
'nong'yu 浓郁
'nong'zuo'wu 农作物
'nu'jiang 怒江
'nu'jiang'li'su'zu'zi'zhi'zhou 怒江傈僳族自治州
'nu'jiang'xiao'mai 怒江小麦
'nu'jiang'zhou 怒江州
'nu'li'shi'jian 努力实践
'nuan'jiao'qi 暖脚器
'nuan'peng'zai'pei 暖棚栽培
'nuan'qi'pian 暖气片
'nue'ji 疟疾
'nuo'bao'gu 糯包谷
'nuo'dao 糯稻
'nuo'lian 诺廉
'nuo'mi 糯米
'nuo'xing 糯性
'nuo'yu'mi 糯玉米
'nv'dian'yuan 女店员
'nv'fu'wu'yuan 女服务员
'nv'guan'xi'shi 女盥洗室
'nv'ji'shi'yuan 女记事员
'nv'yan'yuan 女演员
'nv'zhuang'cai'jian'shi 女装裁剪师
'ou'cha'guo 欧查果
'ou'fang'feng 欧防风
'ou'qin 欧芹
'ou'zhou'fang'feng 欧洲防风
'ou'zhou'li 欧洲李
'ou'zhou'shan'li 欧洲山梨
'ou'zhou'tian'ying'tao 欧洲甜樱桃
'ou'zhou'yu'mi'ming 欧洲玉米螟
'pa'han 怕旱
'pa'lao 怕涝
'pa'xing 爬行
'pai'ban 拍板
'pai'chu'suo 派出所
'pai'chu'suo'suo'zhang 派出所所长
'pai'fang 排放
'pai'fang 牌坊
'pai'gan 排干
'pai'gu 排骨
'pai'jia 牌价
'pai'lou 牌楼
'pai'qi'fa'men 排气阀门
'pai'qi'guan 排气管
'pai'qu'xing 排趋性
'pai'she'jiao'du 拍摄角度
'pai'shou 拍手
'pai'shui'gou 排水沟
'pai'xu 排序
'pai'xu'cheng'xu 排序程序
'pai'zi 排渍
'pan'bie'han'shu 判别函数
'pan'huo 盘活
'pan'jiao'zuo 盘脚坐
'pan'long 盘龙
'pan'long'qu 盘龙区
'pan'pa 攀爬
'pan'shan'gong'lu 盘山公路
'pan'shan'xing'zou 蹒跚行走
'pan'zheng 盘整
'pan'zhi'hua 攀枝花
'pang'guang 膀胱
'pang'ting'sheng 旁听生
'pang'ting'xi 旁听席
'pao'che 跑车
'pao'guan'yao'guan 跑官要官
'pao'guo 泡过
'pao'yang 抛秧
'pao'zai 抛栽
'pao'zhi 抛植
'pei'chan 赔产
'pei'e 配额
'pei'fang'shi'fei 配方施肥
'pei'fei 配肥
'pei'fei 培肥
'pei'jia'jie 胚嫁接
'pei'lan 佩兰
'pei'qiang 培强
'pei'qiang'zuo'da 培强做大
'pei'shui'xi'tong 配水系统
'pei'tu 培土
'pei'xun'hui 培训会
'pei'yang'liao 培养料
'pen'guan 喷灌
'pen'hu 喷壶
'pen'quan 喷泉
'pen'sha 喷杀
'pen'shi 喷施
'pen'shui'qi 喷水器
'pen'tou 喷头
'pen'wu 喷雾
'pen'wu'gan'zao 喷雾干燥
'pen'wu'ji 喷雾机
'pen'wu'qi 喷雾器
'peng'bo'xing'qi 蓬勃兴起
'peng'chao 烹炒
'peng'fei 硼肥
'peng'gua'fei 膨瓜肥
'peng'hua 膨化
'peng'mei'fei 硼镁肥
'peng'sha 硼砂
'peng'zhou 彭州
'peng'zhuang'yong'qi'che 碰撞用汽车
'pi'bao 皮薄
'pi'fa'jia 批发价
'pi'fa'shang 批发商
'pi'hou 皮厚
'pi'jiu'da'mai 啤酒大麦
'pi'jiu'hua 啤酒花
'pi'mian 皮棉
'pi'pa 枇杷
'pi'pa 琵琶
'pi'se 皮色
'pi'si'da'mai 啤饲大麦
'pi'wu 披屋
'pi'zhen'xing 披针形
'pian'duo 偏多
'pian'gao 偏高
'pian'han 偏旱
'pian'jin 偏紧
'pian'qu 片区
'pian'shao 偏少
'pian'tan 偏瘫
'pian'tou'tong 偏头痛
'pian'xiang'guan 偏相关
'pian'zhou 片轴
'piao'chong 瓢虫
'piao'mian'jia'ge 票面价格
'pin'fu'cha'ju 贫富差距
'pin'ji 贫瘠
'pin'ji'tu'rang 贫瘠土壤
'pin'kun'cun 贫困村
'pin'kun'xian 贫困县
'pin'kun'xiang 贫困乡
'pin'min'ku 贫民窟
'pin'min'qu 贫民区
'pin'pai 品牌
'pin'xi 品系
'pin'xie'cuo'wu 拼写错误
'pin'zhi'cha 品质差
'pin'zhi'hao 品质好
'pin'zhi'lie 品质劣
'pin'zhi'yu'zhong 品质育种
'pin'zhong'chun'du 品种纯度
'pin'zhong'deng'ji 品种登记
'pin'zhong'jian 品种间
'pin'zhong'jian'ding 品种鉴定
'pin'zhong'jian'za'jiao 品种间杂交
'pin'zhong'jian'za'zhong 品种间杂种
'pin'zhong'qu'yu'hua 品种区域化
'ping'ba 平坝
'ping'ban 平板
'ping'bian 屏边
'ping'bian'miao'zu'zi'zhi'xian 屏边苗族自治县
'ping'bian'xian 屏边县
'ping'chu 评出
'ping'dan 凭单
'ping'di 平地
'ping'fang'he 平方和
'ping'feng 屏风
'ping'fu'xiao'feng 平腹小蜂
'ping'guo 苹果
'ping'guo'ding'ya'juan'ye'e 苹果顶芽卷叶蛾
'ping'guo'du'e 苹果蠹蛾
'ping'guo'jiu 苹果酒
'ping'guo'mian'ya 苹果绵蚜
'ping'guo'shu 苹果树
'ping'guo'yuan 苹果园
'ping'heng'bu'wan'quan'qu'zu 平衡不完全区组
'ping'jia 评价
'ping'jiao'lu'kou 平交路口
'ping'jun'fen 平均分
'ping'jun'shou'ru 平均收入
'ping'jun'shu 平均数
'ping'kuai'che 平快车
'ping'liu'shuang'dong 平流霜冻
'ping'lun 评论
'ping'mao'li'jin'gui 苹毛丽金龟
'ping'mian'qiu'xing'tu 平面球形图
'ping'mian'tu 平面图
'ping'pin 评聘
'ping'qi 平畦
'ping'shan 平山
'ping'zai 瓶栽
'ping'zhan 平展
'ping'zheng 平整
'ping'zhun'ji'jin 平准基金
'ping'zi 平子
'po'dou 坡陡
'po'gai'ti 坡改梯
'po'lan'ye'ban'bing 破烂叶斑病
'po'luo'men'can 婆罗门参
'po'luo'men'jiao 婆罗门教
'po'mo 破膜
'po'shang'feng 破伤风
'pu'er 普洱
'pu'er'cha 普洱茶
'pu'er'shi 普洱市
'pu'fu'jing 匍匐茎
'pu'fu'xing'hua'sheng 匍匐型花生
'pu'gai 普钙
'pu'gong'ying 蒲公英
'pu'li'ke 普力克
'pu'lu'shi 铺路石
'pu'tao 葡萄
'pu'tao'gen'bing'ya 葡萄根病蚜
'pu'tao'gen'liu'ya 葡萄根瘤蚜
'pu'tao'jiu'cheng 葡萄酒城
'pu'tao'jiu'hong 葡萄酒红
'pu'tao'jiu'zhuang 葡萄酒庄
'pu'tao'teng 葡萄藤
'pu'tao'you 葡萄柚
'pu'tao'yuan 葡萄园
'pu'tao'zai'pei 葡萄栽培
'pu'tao'zha'zhi'ji 葡萄榨汁机
'pu'tong'che 普通车
'pu'tong'gu 普通股
'pu'tong'guo'lin'suan'gai 普通过磷酸钙
'pu'tong'hua'ye'bing 普通花叶病
'pu'tong'si'gua 普通丝瓜
'pu'zhe'hei 普者黑
'pu'zhi'gen'mei'bing 匍枝根霉病
'pu'zhu 铺筑
'qi'beng 气泵
'qi'cao 蛴螬
'qi'cao'wei'yuan'hui 起草委员会
'qi'che'di'xia'tong'dao 汽车地下通道
'qi'che'si'ji 汽车司机
'qi'che'xiu'li'shi 汽车修理师
'qi'chuan'bing'hai 气传病害
'qi'chuang 气窗
'qi'dao 祈祷
'qi'dong 起动
'qi'dong'niu 起动钮
'qi'dong'qi 起动器
'qi'dong'zi 启动子
'qi'e 企鹅
'qi'fen'guan 七分管
'qi'gou 畦沟
'qi'guan 气管
'qi'guan 畦灌
'qi'hao 砌好
'qi'hou'ban'bing 气候斑病
'qi'hou'bian'hua 气候变化
'qi'hou'sheng'chan'li 气候生产力
'qi'hou'tu 气候图
'qi'hou'yi'chang 气候异常
'qi'hou'yin'zi 气候因子
'qi'hou'zai'hai 气候灾害
'qi'hou'zi'yuan 气候资源
'qi'hua 奇花
'qi'hua 气化
'qi'hua'qi 汽化器
'qi'hua'xuan'ze 歧化选择
'qi'ji 契机
'qi'ju'shi 起居室
'qi'lin'qu 麒麟区
'qi'long'li 起垄犁
'qi'miao 齐苗
'qi'ni 齐泥
'qi'piao 期票
'qi'shang 起墒
'qi'shen'qi 起身期
'qi'shi 奇石
'qi'sui'qi 齐穗期
'qi'ta'shi'xiang 其他事项
'qi'wang'jun'fang 期望均方
'qi'wen'di 气温低
'qi'wen'gao 气温高
'qi'xiang'ju 气象局
'qi'xiang'xue 气象学
'qi'ye 旗叶
'qi'ye'e 绮夜娥
'qi'ye'shu 七叶树
'qi'yi 七一
'qi'yu 旗鱼
'qi'yun'zhong 起云忠
'qi'zhuan 砌砖
'qian'bi'dao 铅笔刀
'qian'cha 前茬
'qian'cheng 虔诚
'qian'chi 前齿
'qian'chi 前翅
'qian'chui'xian 铅锤线
'qian'fen'hong'se 浅粉红色
'qian'fu'zhao 前辐照
'qian'geng 浅耕
'qian'he'se 浅褐色
'qian'jin'ding 千斤顶
'qian'jiu 前久
'qian'li'zhong 千粒重
'qian'lun 前轮
'qian'lun'qu'dong 前轮驱动
'qian'ma'zhen 荨麻疹
