'a'er'tai'gou'wa'hua 阿尔泰狗哇花
'pan'zheng 盘整
'pan'zhi'hua 攀枝花
'pang'da'zhao 庞达昭
'pang'dong'gui 庞东贵
'pang'fu'qiang 庞福强
'pang'guang 膀胱
'pang'hu 庞虎
'pang'ji'feng 庞继锋
'pang'mei'yun 庞美云
'pang'shao'ling 庞韶玲
'pang'shi'lan 庞世兰
'pang'ting'sheng 旁听生
'pang'ting'xi 旁听席
'pang'wei'mei 庞卫梅
'pang'xing'dong 庞兴东
'pang'yong'xin 庞永新
'pang'yuan'zhi 庞远志
'pao'che 跑车
'pao'guan'yao'guan 跑官要官
'pao'guo 泡过
'pao'xian 抛闲
'pao'yang 抛秧
'pao'zai 抛栽
'pao'zhi 抛植
'pei'chan 赔产
'pei'e 配额
'pei'fang 配方
'pei'fang'fei 配方肥
'pei'fang'shi'fei 配方施肥
'pei'fei 培肥
'pei'fei 配肥
'pei'fei'gai'liang 培肥改良
'pei'he 配合
'pei'jia'jie 胚嫁接
'pei'lan 佩兰
'pei'qiang 培强
'pei'qiang'zuo'da 培强做大
'pei'ren'hua 裴仁华
'pei'shui'xi'tong 配水系统
'pei'tu 培土
'pei'xun 培训
'pei'xun'gong'cheng 培训工程
'pei'xun'gong'zuo 培训工作
'pei'xun'hui 培训会
'pei'xun'huo'dong 培训活动
'pei'xun'ji'di 培训基地
'pei'xun'ji'gou 培训机构
'pei'xun'jiao'yuan 培训教员
'pei'xun'jie'shu'hou 培训结束后
'pei'xun'jiu'ye 培训就业
'pei'xun'jiu'ye'gong'zuo 培训就业工作
'pei'xun'nei'rong 培训内容
'pei'xun'nong'cun'lao'dong'li 培训农村劳动力
'pei'xun'nong'min 培训农民
'pei'xun'nong'min'ren'shu'da 培训农民人数达
'pei'xun'nong'zi'jing'ying'zhe 培训农资经营者
'pei'yang'liao 培养料
'pei'yi'can'kao'qi'ta'dan'wei 配以参考其它单位
'pei'yu 培育
'pei'yu'zhuang'da'te'se'chan'ye 培育壮大特色产业
'pei'za'tai'feng 培杂泰丰
'pen'guan 喷灌
'pen'hu 喷壶
'pen'jing 盆景
'pen'quan 喷泉
'pen'sha 喷杀
'pen'shi 喷施
'pen'shui'qi 喷水器
'pen'te 喷特
'pen'tou 喷头
'pen'wu 喷雾
'pen'wu'gan'zao 喷雾干燥
'pen'wu'ji 喷雾机
'pen'wu'qi 喷雾器
'peng'bo'xing'qi 蓬勃兴起
'peng'chao 烹炒
'peng'fei 硼肥
'peng'gua'fei 膨瓜肥
'peng'hua 膨化
'peng'mei'fei 硼镁肥
'peng'sha 硼砂
'peng'zhou 彭州
'peng'zhuang'yong'qi'che 碰撞用汽车
'pi'bao 皮薄
'pi'ci 批次
'pi'fa'jia 批发价
'pi'fa'shang 批发商
'pi'hou 皮厚
'pi'jiu'da'mai 啤酒大麦
'pi'jiu'hua 啤酒花
'pi'mian 皮棉
'pi'pa 枇杷
'pi'pa 琵琶
'pi'se 皮色
'pi'shi'wei 蜱虱威
'pi'si'da'mai 啤饲大麦
'pi'wu 披屋
'pi'ya'wu 辟蚜雾
'pi'zhen'xing 披针形
'pian'duo 偏多
'pian'gao 偏高
'pian'han 偏旱
'pian'jin 偏紧
'pian'qu 片区
'pian'shao 偏少
'pian'tan 偏瘫
'pian'tou'tong 偏头痛
'pian'xiang'guan 偏相关
'pian'yu'zhong'dian 偏于重点
'pian'zhou 片轴
'piao'chong 瓢虫
'piao'mian'jia'ge 票面价格
'pin'fu'cha'ju 贫富差距
'pin'ji 贫瘠
'pin'ji'tu'rang 贫瘠土壤
'pin'kun'cun 贫困村
'pin'kun'xian 贫困县
'pin'kun'xiang 贫困乡
'pin'kun'xue'sheng 贫困学生
'pin'min'ku 贫民窟
'pin'min'qu 贫民区
'pin'pai 品牌
'pin'pai'nong'ye 品牌农业
'pin'pai'yi'tuo 品牌依托
'pin'xi 品系
'pin'xie'cuo'wu 拼写错误
'pin'zhen'shi'sha'chong'deng 频振式杀虫灯
'pin'zhi'cha 品质差
'pin'zhi'hao 品质好
'pin'zhi'lie 品质劣
'pin'zhi'yu'zhong 品质育种
'pin'zhong 品种
'pin'zhong'chun'du 品种纯度
'pin'zhong'deng'ji 品种登记
'pin'zhong'jian 品种间
'pin'zhong'jian'ding 品种鉴定
'pin'zhong'jian'za'jiao 品种间杂交
'pin'zhong'jian'za'zhong 品种间杂种
'pin'zhong'qu'shi 品种区试
'pin'zhong'qu'yu'hua 品种区域化
'pin'zhong'yang 品种羊
'pin'zhong'you'liang 品种优良
'ping'ba 平坝
'ping'ban 平板
'ping'bi'biao'zhang 评比表彰
'ping'bian 屏边
'ping'bian'miao'zu'zi'zhi'xian 屏边苗族自治县
'ping'bian'xian 屏边县
'ping'chu 评出
'ping'dan 凭单
'ping'di 平地
'ping'fang'he 平方和
'ping'fang'mi 平方米
'ping'feng 屏风
'ping'fu'ling 平腐灵
'ping'fu'xiao'feng 平腹小蜂
'ping'gong'ji'fen 评工记分
'ping'gu 平菇
'ping'guo 苹果
'ping'guo'ding'ya'juan'ye'e 苹果顶芽卷叶蛾
'ping'guo'du'e 苹果蠹蛾
'ping'guo'jiu 苹果酒
'ping'guo'mian'ya 苹果绵蚜
'ping'guo'shu 苹果树
'ping'guo'shu'fu'lan'bing 苹果树腐烂病
'ping'guo'yuan 苹果园
'ping'heng'bu'wan'quan'qu'zu 平衡不完全区组
'ping'jia 评价
'ping'jiao'lu'kou 平交路口
'ping'jing'yan 凭经验
'ping'jun'cha 平均差
'ping'jun'chan'liang 平均产量
'ping'jun'chu'hun'nian'ling 平均初婚年龄
'ping'jun'dan'wei'zong'he'sheng'chan'neng'li'tou'zi 平均单位综合生产能力投资
'ping'jun'fa'zhan'su'du 平均发展速度
'ping'jun'fen 平均分
'ping'jun'mei'mu 平均每亩
'ping'jun'mei'mu'shi'gu'chan'liang 平均每亩湿谷产量
'ping'jun'qian'li'zhong 平均千粒重
'ping'jun'ren'kou'shu 平均人口数
'ping'jun'shi'dai'jian'ge 平均世代间隔
'ping'jun'shou'ru 平均收入
'ping'jun'shu 平均数
'ping'jun'shu'zhi'shu 平均数指数
'ping'jun'si'wang'nian'ling 平均死亡年龄
'ping'jun'yu'qi'shou'ming 平均预期寿命
'ping'jun'yun'ju 平均运距
'ping'jun'zeng'chan 平均增产
'ping'jun'zeng'zhang'liang 平均增长量
'ping'jun'zeng'zhang'su'du 平均增长速度
'ping'jun'zhi 平均值
'ping'jun'zhi'biao 平均指标
'ping'kuai'che 平快车
'ping'liu'shuang'dong 平流霜冻
'ping'lun 评论
'ping'mao'li'jin'gui 苹毛丽金龟
'ping'mian'qiu'xing'tu 平面球形图
'ping'mian'tu 平面图
'ping'pin 评聘
'ping'qi 平畦
'ping'shan 平山
'ping'wen 平稳
'ping'xian 评先
'ping'xuan'chu 评选出
'ping'xue 评学
'ping'zai 瓶栽
'ping'zhan 平展
'ping'zheng 平整
'ping'zhun'ji'jin 平准基金
'ping'zi 平子
'po'di'ti'gai'xing 坡地梯改型
'po'dou 坡陡
'po'gai'ti 坡改梯
'po'lan'ye'ban'bing 破烂叶斑病
'po'luo'men'can 婆罗门参
'po'luo'men'jiao 婆罗门教
'po'mo 破膜
'po'shang'feng 破伤风
'pu'bao'hua 蒲包花
'pu'bian'jiao'di 普遍较低
'pu'bian'que'fa 普遍缺乏
'pu'bian'que'fa'sheng'chan'zi'jin 普遍缺乏生产资金
'pu'cao'jing 扑草净
'pu'cha 普查
'pu'da'sha 扑打杀
'pu'er 普洱
'pu'er'cha 普洱茶
'pu'er'shi 普洱市
'pu'fa 普法
'pu'fu'jing 匍匐茎
'pu'fu'xing'hua'sheng 匍匐型花生
'pu'gai 普钙
'pu'gong'ying 蒲公英
'pu'hai'yin 扑海因
'pu'ji 普及
'pu'jing 普净
'pu'ju'gua'tang'su 葡聚寡糖素
'pu'ju'xi'tang 葡聚烯糖
'pu'lei'ling 扑雷灵
'pu'li'ke 普力克
'pu'lu'shi 铺路石
'pu'ri'te 普日特
'pu'sha'te 普杀特
'pu'sha'wei 扑杀威
'pu'shi'ling 扑虱灵
'pu'shi'te 普施特
'pu'shou'bao 普收宝
'pu'tao 葡萄
'pu'tao 蒲桃
'pu'tao'gen'bing'ya 葡萄根病蚜
'pu'tao'gen'liu'ya 葡萄根瘤蚜
'pu'tao'jiu'cheng 葡萄酒城
'pu'tao'jiu'hong 葡萄酒红
'pu'tao'jiu'zhuang 葡萄酒庄
'pu'tao'teng 葡萄藤
'pu'tao'you 葡萄柚
'pu'tao'yuan 葡萄园
'pu'tao'zai'pei 葡萄栽培
'pu'tao'zha'zhi'ji 葡萄榨汁机
'pu'tong'che 普通车
'pu'tong'gu 普通股
'pu'tong'guo'lin'suan'gai 普通过磷酸钙
'pu'tong'hua'ye'bing 普通花叶病
'pu'tong'si'gua 普通丝瓜
'pu'zhe'hei 普者黑
'pu'zhi'gen'mei'bing 匍枝根霉病
'pu'zhu 铺筑
'qi'beng 气泵
'qi'cao 蛴螬
'qi'cao'wei'yuan'hui 起草委员会
'qi'che'di'xia'tong'dao 汽车地下通道
'qi'che'jia'shi 汽车驾驶
'qi'che'si'ji 汽车司机
'qi'che'xiu'li'shi 汽车修理师
'qi'chuan'bing'hai 气传病害
'qi'chuang 气窗
'qi'dao 祈祷
'qi'deng'di 七等地
'qi'dong 启动
'qi'dong 起动
'qi'dong'niu 起动钮
'qi'dong'qi 起动器
'qi'dong'yi'shi 启动仪式
'qi'dong'zi 启动子
'qi'dun'mei'su 齐墩霉素
'qi'e 企鹅
'qi'fen'guan 七分管
'qi'fu'ju'zhi 七氟菊酯
'qi'gou 畦沟
'qi'guan 气管
'qi'guan 畦灌
'qi'hao 砌好
'qi'hou'ban'bing 气候斑病
'qi'hou'bian'hua 气候变化
'qi'hou'sheng'chan'li 气候生产力
'qi'hou'tu 气候图
'qi'hou'wen'he 气候温和
'qi'hou'yi'chang 气候异常
'qi'hou'yin'zi 气候因子
'qi'hou'zai'hai 气候灾害
'qi'hou'zi'yuan 气候资源
'qi'hua 奇花
'qi'hua 气化
'qi'hua'qi 汽化器
'qi'hua'xuan'ze 歧化选择
'qi'ji 契机
'qi'ju'shi 起居室
'qi'lin'qu 麒麟区
'qi'long'li 起垄犁
'qi'lv 七氯
'qi'lv'ben 七氯苯
'qi'man'su 齐螨素
'qi'miao 齐苗
'qi'ni 齐泥
'qi'piao 期票
'qi'shang 起墒
'qi'shen'qi 起身期
'qi'shi 其是
'qi'shi 奇石
'qi'sui'qi 齐穗期
'qi'ta 其它
'qi'ta'cha'ye 其他茶叶
'qi'ta'cu'jia'gong'shui'chan'pin 其他粗加工水产品
'qi'ta'dan'wei 其它单位
'qi'ta'fei'yong 其它费用
'qi'ta'han'you'zi'ren 其他含油子仁
'qi'ta'hua'fei 其他化肥
'qi'ta'hua'hui 其他花卉
'qi'ta'jian'guo 其他坚果
'qi'ta'jing'ji'lai'yuan 其它经济来源
'qi'ta'jing'ji'zuo'wu 其它经济作物
'qi'ta'lei'xing 其它类型
'qi'ta'liang'shi 其他粮食
'qi'ta'liang'shi'zuo'wu 其它粮食作物
'qi'ta'lv'hua'miao'mu 其他绿化苗木
'qi'ta'mi'mian'lei 其他米面类
'qi'ta'nong'yao'yuan'yao 其他农药原药
'qi'ta'nong'yao'zhi'ji 其他农药制剂
'qi'ta'nong'ye'ji'xie 其他农业机械
'qi'ta'nong'ye'yong'ju 其他农业用具
'qi'ta'qin'lei 其他禽类
'qi'ta'rou'lei 其他肉类
'qi'ta'sheng'chu 其他牲畜
'qi'ta'sheng'pi 其他生皮
'qi'ta'sheng'xian'shui'guo 其他生鲜水果
'qi'ta'shi'xiang 其他事项
'qi'ta'shi'yong'jun 其他食用菌
'qi'ta'shi'yong'you 其他食用油
'qi'ta'shu'cai'zhi'pin 其他蔬菜制品
'qi'ta'shu'ju 其它数据
'qi'ta'si'liao 其他饲料
'qi'ta'si'liao'tian'jia'ji 其他饲料添加剂
'qi'ta'xi'tong'tou'ru 其它系统投入
'qi'ta'xian'huo'shui'chan'pin 其他鲜活水产品
'qi'ta'xin'la'shu'cai 其他辛辣蔬菜
'qi'ta'xin'xian'shu'cai 其他新鲜蔬菜
'qi'ta'yuan'yi'yong'ju 其他园艺用具
'qi'ta'zhong'zi 其他种子
'qi'ta'zuo'wu 其它作物
'qi'tian'jing 七天净
'qi'wang'jun'fang 期望均方
'qi'wang'zhi 期望值
'qi'wen'di 气温低
'qi'wen'gao 气温高
'qi'xiang'dang'jian'zhi'du 七项党建制度
'qi'xiang'ju 气象局
'qi'xiang'xue 气象学
'qi'ye 企业
'qi'ye 旗叶
'qi'ye'e 绮夜娥
'qi'ye'shu 七叶树
'qi'ye'zi'zhu'chuang'xin 企业自主创新
'qi'yi 七一
'qi'yu 旗鱼
'qi'yun'zhong 起云忠
'qi'zhong 其中
'qi'zhong'xin'zhi 其中新植
'qi'zhuan 砌砖
'qian'bi'dao 铅笔刀
'qian'cha 前茬
'qian'cheng 虔诚
'qian'chi 前翅
'qian'chi 前齿
'qian'chu 千锄
'qian'chui'xian 铅锤线
'qian'dan 黔单
'qian'ding 签订
'qian'ding'le 签订了
'qian'ding'mu'biao'ze'ren'zhuang 签订目标责任状
'qian'fa'ren 签发人
'qian'fen'hong'se 浅粉红色
'qian'fu'zhao 前辐照
'qian'geng 浅耕
'qian'he'se 浅褐色
'qian'jin'ding 千斤顶
'qian'jing'guang'kuo 前景广阔
'qian'jiu 前久
'qian'li'zhong 千粒重
'qian'lun 前轮
'qian'lun'qu'dong 前轮驱动
'qian'mu 千亩
'qian'mu'shi'fan'qu 千亩示范区
'qian'niao 千鸟
'qian'niu 牵牛
'qian'niu'hua 牵牛花
'qian'niu'xing 牵牛星
'qian're 潜热
'qian'shou'xing 浅瘦型
'qian'shui 浅水
'qian'shui'ceng 浅水层
'qian'wei'pian 前卫片
'qian'xin'hao'deng 前信号灯
'qian'xing 黔兴
'qian'yan 前言
'qian'ye'e 潜叶蛾
'qian'ye'ying 潜叶蝇
'qian'yi'zi'ban 前翼子板
'qian'yin'che 牵引车
'qian'yin'shi'nong'ju 牵引式农具
'qian'ying 潜蝇
'qian'yu'qi 潜育期
'qian'yu'xing 潜育型
'qian'zai 浅栽
'qian'zai'zheng'san 潜在蒸散
'qian'zhang 签章
'qian'zhong'geng 浅中耕
'qian'zhu'xi 前主席
'qian'zi 签字
'qian'zi 钳子
'qian'zi'se 浅紫色
'qian'zuo 前作
'qiang'cao'tong 羟草酮
'qiang'da 强大
'qiang'da'de 强大的
'qiang'gan'guang 强感光
'qiang'gan'guang'xing 强感光性
'qiang'hua 强化
'qiang'hua'jian'du 强化监督
'qiang'hua'jian'du'ji'zhi 强化监督机制
'qiang'hua'ling'dao 强化领导
'qiang'hua'wu 羟化物
'qiang'jian 强碱
'qiang'jin 强筋
'qiang'jun'zuo 羟菌唑
'qiang'li'zeng'chan'su 强力增产素
'qiang'qing 抢晴
'qiang'shang 抢墒
'qiang'sheng 强盛
'qiang'shi 抢时
'qiang'tai'feng'zai'hai 强台风灾害
'qiang'wei 蔷薇
'qiang'wu'zei 枪乌贼
'qiang'xian 强县
'qiang'xiu'ning 羟锈宁
'qiang'zhua'ji'yu'xing'ye 抢抓机遇兴业
'qiao'chu 巧锄
'qiao'guan'cao'bing'mao 乔灌草并茂
'qiao'jia 巧家
'qiao'jia'xian 巧家县
'qiao'liang'zuo'yong 桥梁作用
'qiao'mai 荞麦
'qiao'mu 乔木
'qiao'shi 巧施
'qiao'shi'fei'cu'zeng'chan 巧施肥促增产
'qiao'shi'geng'zuo'xi'tong 桥式耕作系统
'qiao'shou 巧收
'qiao'zi 荞子
'qie'chi 切齿
'qie'gua 茄瓜
'qie'he'shi'ji 切合实际
'qie'hua 切花
'qie'ke 茄科
'qie'ke'ning 茄科宁
'qie'ru'kou 切入口
'qie'shi'jia'da'nong'ye'tou'ru 切实加大农业投入
'qie'shi'jia'qiang'dui'nong'zi'shi'chang'de'jian'guan'li'du 切实加强对农资市场的监管力度
'qie'shi'zhang'wo 切实掌握
'qie'shi'zhua'hao 切实抓好
'qie'shi'zhuan'bian 切实转变
'qie'ye'feng 切叶蜂
'qie'zi 茄子
'qin'an'ling 嗪氨灵
'qin'ben 亲本
'qin'cai 芹菜
'qin'cao'tong 嗪草酮
'qin'chong'niao 嗪虫脲
'qin'dai 亲代
'qin'dan 禽蛋
'qin'fei 禽肥
'qin'fen'gong'zuo 勤奋工作
'qin'fen'xue'xi 勤奋学习
'qin'guang'rong 秦光荣
'qin'he 亲和
'qin'he'xing 亲和性
'qin'huang'long 嗪磺隆
'qin'jian'jie'yue 勤俭节约
'qin'jiu 琴酒
'qin'lei 禽类
'qin'ran 侵染
'qin'ran'xing'bing'hai 侵染性病害
'qin'ran'yuan 侵染源
'qin'shi 勤施
'qin'shi'tu'rang 侵蚀土壤
'qin'yuan'guang 秦元光
'qin'zheng'wei'min 勤政为民
'qin'zi 亲自
'qing'can'dou 青蚕豆
'qing'cao'jin 氰草津
'qing'cao'jing 氰草净
'qing'cao'qin 氰草嗪
'qing'cha 青茶
'qing'chao 清炒
'qing'chong'jun 青虫菌
'qing'da'dou 青大豆
'qing'dao'xing'pai 青岛星牌
'qing'di 氰敌
'qing'fen'shui 清粪水
'qing'fu'chong'zong 氰氟虫腙
'qing'gong'yuan'liao 轻工原料
'qing'gong'yuan'liao'ji'di 轻工原料基地
'qing'gou 清沟
'qing'hua 氢化
'qing'hua'cai 青花菜
'qing'hua'ji 清花机
'qing'hua'liu 氢化硫
'qing'jia 请假
'qing'jiang 请将
'qing'jie'de'huan'jing 清洁的环境
'qing'jie'gong'zuo 清洁工作
'qing'jie'ze'ren'qu 清洁责任区
'qing'jun'an 氰菌胺
'qing'jun'ling 青菌灵
'qing'ku'bing 青枯病
'qing'kuang 情况
'qing'kuang'hui'bao 情况汇报
'qing'kuang'yan'zhong 情况严重
'qing'li 清理
'qing'li'yun'zou'la'ji 清理运走垃圾
'qing'li'zi'fu'zhi'shu'zhi'shi'ji 氢离子负指数指示剂
'qing'ling 清零
'qing'ling'he 蜻蛉河
'qing'liu'suan 氢硫酸
'qing'ma 氰马
'qing'ma 苘麻
'qing'mei'sui'fu'bing 青霉穗腐病
'qing'nian'gu 青年谷
'qing'pi'shi 请批示
'qing'san 晴三
'qing'sha 氰杀
'qing'shan'zui 青山嘴
'qing'shan'zui'shui'ku 青山嘴水库
'qing'shi 请示
'qing'shi 轻施
'qing'shi 青食
'qing'shu'mian 请书面
'qing'shuang'zuo 氰霜唑
'qing'shui 清水
'qing'shui'he 清水河
'qing'si'lian'he'shou'ge'ji 青饲联合收割机
'qing'suan 氢酸
'qing'tang 清汤
'qing'tian'xie'shu'zi 请填写数字
'qing'ting'dian'shui 蜻蜓点水
'qing'tou'jun 青头菌
'qing'wan'dou 青豌豆
'qing'wu'ju'zhi 氰戊菊酯
'qing'xi'jun'zhi 氰烯菌酯
'qing'xiao'cha'jia 倾销差价
'qing'xiao'fu'du 倾销幅度
'qing'yang'hua'tong 氢氧化铜
'qing'yang'hua'wu 氢氧化物
'qing'yang'le 氰氧乐
'qing'yu 清淤
'qing'yu 青鱼
'qing'zao 青枣
'qing'zao'shu 青枣树
'qing'zhang'che 清障车
'qing'zheng'lian'jie 清正廉洁
'qing'zhu 青贮
'qing'zhu'jiao 青贮窖
'qiu'bao'bai'jiang'jun 球孢白僵菌
'qiu'bei 丘北
'qiu'bei'xian 丘北县
'qiu'bo 秋播
'qiu'bo'zuo'wu 秋播作物
'qiu'chu 秋初
'qiu'dong 秋冬
'qiu'dong'nong'ye 秋冬农业
'qiu'fang 球房
'qiu'fen 秋分
'qiu'hai'tang 秋海棠
'qiu'jian 秋剪
'qiu'jing'gan'lan 球茎甘蓝
'qiu'lan'mu 秋兰姆
'qiu'lei'zhi'wu 球类植物
'qiu'mo 秋末
'qiu'mo'dong'chu 秋末冬初
'qiu'mu 楸木
'qiu'qiang'jun'ye'ban'bing 球腔菌叶斑病
'qiu'shou 秋收
'qiu'shou'zuo'wu 秋收作物
'qiu'sui'bian'suo'cao 球穗扁莎草
'qiu'suo 求索
'qiu'yin 蚯蚓
'qiu'yu 犰狳
'qiu'zhen'wu'shi 求真务实
'qiu'zhong 球种
'qiu'zhong 秋种
'qiu'zhuang'bi 球状鼻
'qiu'zi 楸子
'qu'bi 驱避
'qu'chen 曲辰
'qu'chi 龋齿
'qu'chong'te 驱虫特
'qu'chong'wei 驱虫威
'qu'chu 去除
'qu'dai'ben'lei 取代苯类
'qu'dao'kai'wa 渠道开挖
'qu'dao'qing'yu 渠道清淤
'qu'de 取得
'qu'de'chang'zu'de'jin'bu 取得长足的进步
'qu'de'de'cheng'xiao 取得的成效
'qu'de'le 取得了
'qu'de'shi'xiao 取得实效
'qu'diao 取掉
'qu'diao'yan'cai'liao 区调研材料
'qu'dong'jin'chun 去冬今春
'qu'dong'jin'chun'xin'zhong 去冬今春新种
'qu'dong'qi 驱动器
'qu'guang'xing 趋光性
'qu'hua 区划
'qu'jing 取景
'qu'jing 曲靖
'qu'jing'qi 取景器
'qu'jing'shi 曲靖市
'qu'jing'zeng 曲颈甑
'qu'mai'cai 苣荬菜
'qu'miao 取苗
'qu'nei'xiong'di'dan'wei 区内兄弟单位
'qu'nian'nian'di 去年年底
'qu'nian'nian'di'yi'lai 去年年底以来
'qu'nong'cun'gai'ge'zong'he'shi'dian'cun 区农村改革综合试点村
'qu'nong'ye'ting 区农业厅
'qu'nong'ye'ting'ban'gong'shi 区农业厅办公室
'qu'ping'jun'zhi 取平均值
'qu'qing'cong'suan'tong 去氢枞酸铜
'qu'shi'ci'ji'ji 取食刺激剂
'qu'shi'ji 区市级
'qu'tu 取土
'qu'wei'ti'yu 趣味体育
'qu'wei'you'shi 区位优势
'qu'wen'chun 驱蚊醇
'qu'wen'ling 驱蚊灵
'qu'xiao'shu'dian'hou'yi'wei 取小数点后一位
'qu'xiong 去雄
'qu'ye'bing'du'bing 曲叶病毒病
'qu'ying'ding 驱蝇定
'qu'yu 区域
'qu'yu'fan'wei 区域范围
'qu'yu'shi'yan 区域试验
'qu'yu'shi'yi'tui'guang'mian'ji 区域适宜推广面积
'qu'yu'you'shi 区域优势
'qu'yu'you'shi'ming'xian 区域优势明显
'qu'yu'zhan 区域站
'qu'yu'zi'ran'tiao'jian'you'yue 区域自然条件优越
'qu'za 去杂
'qu'za'hou 去杂后
'qu'zhang 曲樟
'qu'zhang'xiang 曲樟乡
'quan'bu'shou'ru 全部收入
'quan'chi'yu'e 全翅羽蛾
'quan'dan 全氮
'quan'e 全额
'quan'e'ba'kuan 全额拔款
'quan'guo'dai'biao'da'hui 全国代表大会
'quan'guo'fu'lian 全国妇联
'quan'guo'geng'di'lei'xing'qu 全国耕地类型区
'quan'guo'liang'shi'gao'chan'chuang'jian'huo'dong 全国粮食高产创建活动
'quan'guo'liang'shi'sheng'chan'xian'jin'xian 全国粮食生产先进县
'quan'guo'nong'ji'tui'guang'zhong'xin 全国农技推广中心
'quan'guo'nong'ye'fa'zhan'gang'yao 全国农业发展纲要
'quan'guo'nong'ye'zong'he'zhi'fa'xian'jin'dan'wei 全国农业综合执法先进单位
'quan'guo'ping'jun'shui'ping 全国平均水平
'quan'guo'qiao'lian 全国侨联
'quan'guo'qing'lian 全国青联
'quan'guo'ren'min'dai'biao'da'hui 全国人民代表大会
'quan'guo'wei'yuan'hui 全国委员会
'quan'guo'xue'lian 全国学联
'quan'guo'zheng'xie'zhu'xi 全国政协主席
'quan'jing 全景
'quan'ju'nong'ye'ji'shu'gu'gan 全局农业技术骨干
'quan'li'yi'fu 全力以赴
'quan'mei 全酶
'quan'mian 全面
'quan'mian'chang'kai 全面敞开
'quan'mian'fa'zhan 全面发展
'quan'mian'guan'che 全面贯彻
'quan'mian'kai'zhan 全面开展
'quan'mian'luo'shi 全面落实
'quan'mian'luo'shi'zhi'nong'hui'nong'zheng'ce 全面落实支农惠农政策
'quan'mian'shi'shi 全面实施
'quan'mian'xie'tiao'ke'chi'xu 全面协调可持续
'quan'mian'xie'tiao'ke'chi'xu'fa'zhan 全面协调可持续发展
'quan'mian'zhang'wo 全面掌握
'quan'miao 全苗
'quan'neng'xing 全能性
'quan'nian 全年
'quan'nian'jian'she'ren'wu'de 全年建设任务的
'quan'nian'liang'shi'chan'liang 全年粮食产量
'quan'nian'liang'shi'chan'liang'shui'ping 全年粮食产量水平
'quan'nian'nong'ye'sheng'chan'ren'wu 全年农业生产任务
'quan'pian 全片
'quan'qu 全区
'quan'qu'chang'yuan'gui'hua'que'ding'de'xiang'mu 全区长远规划确定的项目
'quan'qu'shang'xia 全区上下
'quan'quan 全权
'quan'quan'dai'biao 全权代表
'quan'she'hui'gu'ding'zi'chan'tou'zi 全社会固定资产投资
'quan'she'hui'ling'shou'jia'ge'zhi'shu 全社会零售价格指数
'quan'sheng 全省
'quan'shi 全市
'quan'shi 诠释
'quan'shi'bing 全蚀病
'quan'shi'nong'ye'xi'tong 全市农业系统
'quan'shui 泉水
'quan'sui 全穗
'quan'tian 全田
'quan'tian'gong'zuo 全天工作
'quan'tou 拳头
'quan'xian 全县
'quan'xian 全险
'quan'xian'chun'geng'chun'zhong'gong'zuo 全县春耕春种工作
'quan'xian'chun'zhong'nong'zuo'wu 全县春种农作物
'quan'xian'gan'zhe'zhong'zhi'mian'ji 全县甘蔗种植面积
'quan'xian'ge'xiang'zhen 全县各乡镇
'quan'xian'gong 全县共
'quan'xian'gong'wan'cheng 全县共完成
'quan'xian'jian'cheng 全县建成
'quan'xian'jiang'yu'liang 全县降雨量
'quan'xian'ju'ban 全县举办
'quan'xian'nong'cun 全县农村
'quan'xian'nong'ye'jing'ji 全县农业经济
'quan'xian'nong'ye'jing'ji'yun'xing 全县农业经济运行
'quan'xian'nong'ye'ren'kou 全县农业人口
'quan'xian'ren'min 全县人民
'quan'xian'sang'can'ye 全县桑蚕业
'quan'xian'tou'ru 全县投入
'quan'xian'tui'guang 全县推广
'quan'xian'wan'cheng 全县完成
'quan'xian'xian'you'leng'jin'tian 全县现有冷浸田
'quan'xian'xin'jian 全县新建
'quan'xian'xin'nong'cun'jian'she 全县新农村建设
'quan'xian'xing'de 全县性的
'quan'xian'zhu'yao'nong'zuo'wu 全县主要农作物
'quan'xin'quan'yi'wei'ren'min'fu'wu 全心全意为人民服务
'quan'zhao'man 全爪螨
'quan'zhou 全州
'que'ban 雀斑
'que'bao 确保
'que'bao'nong'min'yong'shang 确保农民用上
'que'bao'pei'xun'gong'zuo'de'luo'shi 确保培训工作的落实
'que'bao'quan'xian'zai'hou'hui'fu'sheng'chan'de'xu'yao 确保全县灾后恢复生产的需要
'que'bao'she'hui'wen'ding 确保社会稳定
'que'bao'zai'hou'sheng'chan'shun'li'kai'zhan 确保灾后生产顺利开展
'que'cao'an 炔草胺
'que'cao'zhi 炔草酯
'que'fa 缺乏
'que'fa'lao'li 缺乏劳力
'que'fa'you'huan'yi'shi 缺乏忧患意识
'que'fei 缺肥
'que'he'ling 炔禾灵
'que'kou'yuan'pan'ba 缺口圆盘耙
'que'li 确立
'que'man'te 炔螨特
'que'mi'ju'zhi 炔咪菊酯
'que'miao 缺苗
'que'peng'zheng 缺硼症
'que'shui 缺水
'que'su'bing 缺素病
'que'su'zheng 缺素症
'que'suo'zheng 缺索症
'que'tang 缺塘
'que'yang'bao'cang 缺氧保藏
'que'zhu 缺株
'qun'ti 群体
'qun'zhong'lu'xian 群众路线
'qun'zhong'ru'shi'fan'ying'wen'ti'shou'fa'lv'bao'hu 群众如实反映问题受法律保护
'ran'liao'yi'chun 燃料乙醇
'ran'se'bing'du'bing 染色病毒病
'ran'you 燃油
'rang'chong'wei 壤虫威
'rang'lu 让路
